model,threshold,net_benefit,frac_above,n_imp,split,horizon_y
logistic_cr,0.007,0.011307738701235772,0.4993333495338307,30,cv,5.0
logistic_cr,0.008,0.010886268475979675,0.4684973228678121,30,cv,5.0
logistic_cr,0.009,0.010544757520397867,0.44150783429051277,30,cv,5.0
logistic_cr,0.01,0.010228581450944765,0.41726703009782395,30,cv,5.0
logistic_cr,0.011,0.009915224924020576,0.395238133810708,30,cv,5.0
logistic_cr,0.012,0.009599931270781957,0.37504961402315057,30,cv,5.0
logistic_cr,0.013,0.009301334708379986,0.3567557424012917,30,cv,5.0
logistic_cr,0.014,0.008997051073297728,0.33980516201847394,30,cv,5.0
logistic_cr,0.015,0.00873391694202589,0.3239940166163101,30,cv,5.0
logistic_cr,0.016,0.008486412165914265,0.3096228254207404,30,cv,5.0
logistic_cr,0.017,0.00820860980169759,0.2962817158486766,30,cv,5.0
logistic_cr,0.018,0.007941460588925666,0.28371337000045904,30,cv,5.0
logistic_cr,0.019,0.007625013071433098,0.2720932932641032,30,cv,5.0
logistic_cr,0.02,0.007267705867474658,0.2609635515810335,30,cv,5.0
logistic_cr,0.025,0.006110061632676521,0.21323256623978357,30,cv,5.0
logistic_cr,0.03,0.005315044170174941,0.1771078872121374,30,cv,5.0
logistic_cr,0.035,0.004639739142329826,0.14875080664976414,30,cv,5.0
logistic_cr,0.04,0.004045637786378286,0.12522687446504607,30,cv,5.0
logistic_cr,0.045,0.0034651060576879928,0.1065574213128343,30,cv,5.0
logistic_cr,0.05,0.0029233821141401144,0.09148717865638475,30,cv,5.0
logistic_cr,0.055,0.002451491520865058,0.07907354755791003,30,cv,5.0
logistic_cr,0.06,0.002128398502063802,0.06850245302530787,30,cv,5.0
logistic_cr,0.065,0.0018722901509348364,0.05961702024252144,30,cv,5.0
logistic_cr,0.07,0.0015388492543280828,0.05226523454270046,30,cv,5.0
logistic_cr,0.075,0.001252627315915772,0.046014002629880736,30,cv,5.0
logistic_cr,0.08,0.0010989747651485736,0.04056523535272533,30,cv,5.0
logistic_cr,0.085,0.0009419901741563104,0.03606014704651433,30,cv,5.0
logistic_cr,0.09,0.0007643223758212269,0.03205079395937455,30,cv,5.0
logistic_cr,0.095,0.0005617914188935732,0.02846940401070313,30,cv,5.0
logistic_cr,0.1,0.0004033466980549469,0.025111040908955905,30,cv,5.0
logistic_cr,0.125,-4.765572628470475e-05,0.014255357639479533,30,cv,5.0
logistic_cr,0.15,-0.000353422355714609,0.008794169981018417,30,cv,5.0
logistic_cr,0.2,-0.0002709650440179195,0.0037204442176374812,30,cv,5.0
