state,split,contrast,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,ci_excludes_zero
ensemble,temporal,deephit - nfg,5.0,ici,0.0019227860340227684,0.0005335467751137913,0.003267719910945744,0.0001351393871175707,0.0037104326809279664,0.0008827260246779266,0.9145496349790595,37.57674595470307,30,True
ensemble,temporal,deephit - nfg,5.0,e50,0.0014066262946774563,0.00013771473895758405,0.0024041029624640945,0.00016840656148965692,0.0026448460278652554,0.0006256474451376185,0.49079385773017237,125.14694028204353,30,True
ensemble,temporal,deephit - nfg,5.0,e90,0.0047613412452240786,-0.0010681156069040298,0.010157762817107141,-0.0017539494234992247,0.011276631913947382,0.0032010530871322634,0.9774385678318255,32.64399840967663,30,False
ensemble,temporal,deephit - nfg,5.0,obs_concordant,0.0,0.0,0.0,0.0,0.0,0.0,0.00021438523551789654,9326.000643017896,30,False
ensemble,temporal,deephit - nfg,5.0,eo_concordant,0.1467647393544515,0.059345167875289914,0.2562982738018036,0.025392730447280437,0.2681367482616226,0.059526427413492844,0.9961737044387018,31.208975735864083,30,True
ensemble,temporal,deephit - nfg,5.0,calib_intercept_concordant,-0.052612567941347756,-0.12994210720062255,0.03677313849329949,-0.14586258354734294,0.040637447664647434,0.04596305849597162,0.9384519765081604,35.64101190197801,30,False
ensemble,temporal,deephit - nfg,5.0,calib_slope_concordant,0.045056692759195965,-0.09497917592525482,0.1689181342720986,-0.08400695530849775,0.17412034082688968,0.06505597001791859,0.5507150788300161,100.35198949184601,30,False
ensemble,temporal,deephit - nfg,5.0,ici_concordant,0.0019227860340227684,0.0005335467751137913,0.003267719910945744,0.0001351393871175707,0.0037104326809279664,0.0008827260246779266,0.9145496349790595,37.57674595470307,30,True
ensemble,temporal,deephit - nfg,5.0,e50_concordant,0.0014066262946774563,0.00013771473895758405,0.0024041029624640945,0.00016840656148965692,0.0026448460278652554,0.0006256474451376185,0.49079385773017237,125.14694028204353,30,True
ensemble,temporal,deephit - nfg,5.0,e90_concordant,0.0047613412452240786,-0.0010681156069040298,0.010157762817107141,-0.0017539494234992247,0.011276631913947382,0.0032010530871322634,0.9774385678318255,32.64399840967663,30,False
ensemble,temporal,deephit - nfg,5.0,auc,-0.00028042197227478026,-0.005723895132541656,0.005181075632572174,-0.005745156806352274,0.005184312861802714,0.002780356184183211,0.25579068821678913,431.2485948584504,30,False
ensemble,temporal,deephit - nfg,5.0,cindex,-0.0003237565358479818,-0.005747872591018677,0.005127431452274322,-0.005768065615670705,0.005120552543974741,0.002769947875389346,0.25607276421880104,430.3618504343022,30,False
ensemble,temporal,deephit - nfg,5.0,auc_marginal_ipcw,-0.00028042197227478026,-0.005723895132541656,0.005181075632572174,-0.005745156806352274,0.005184312861802714,0.002780356184183211,0.25579068821678913,431.2485948584504,30,False
ensemble,temporal,deephit - nfg,5.0,cindex_marginal_ipcw,-0.0003237565358479818,-0.005747872591018677,0.005127431452274322,-0.005768065615670705,0.005120552543974741,0.002769947875389346,0.25607276421880104,430.3618504343022,30,False
ensemble,temporal,deephit - nfg,5.0,at_risk_fraction,0.0,0.0,0.0,0.0,0.0,0.0,0.00021438523551789654,9326.000643017896,30,False
